Ticket #,Customer Complaint,Date,Time,Received Via,City,State,Zip code,Filing on Behalf of Someone,Status
253813,Billing,23-04-2015,5:48:47 PM,Customer Care Call,Boca Raton,Florida,33486,Yes,Closed
259141,Awful Service!,27-04-2015,2:13:15 PM,Internet,Boca Raton,Florida,33487,No,Closed
275079,Comcast bad practices,5/5/2015,8:41:17 PM,Internet,Boca Raton,Florida,33487,No,Closed
292598,Billing for equipment that was not provided to me,15-05-2015,5:48:59 PM,Customer Care Call,Boca Raton,Florida,33496,No,Open
294846,Comcast Speed Issues,18-05-2015,12:52:13 PM,Customer Care Call,Boca Raton,Florida,33434,No,Open
319332,Technical Support,6/2/2015,4:28:50 PM,Customer Care Call,Boca Raton,Florida,33432,No,Solved
353911,Failure to supply the proper Internet service,20-06-2015,2:41:33 PM,Customer Care Call,Boca Raton,Florida,33432,No,Solved
370148,Comcast disconnected my account without reason or notice,27-06-2015,3:36:57 PM,Customer Care Call,Boca Raton,Florida,33486,No,Open
376154,Bad Service/drop calls/no support,30-06-2015,9:06:31 PM,Internet,Boca Raton,Florida,33498,No,Open
375862,Modem rental fees,30-06-2015,6:42:19 PM,Internet,Boca Raton,Florida,33496,No,Open
234849,Comcast - issues galore,14-04-2015,2:07:23 PM,Internet,Bolton,Massachusetts,1740,No,Closed
344483,Monopolistic behavior,16-06-2015,8:36:12 PM,Customer Care Call,Bolton,Massachusetts,1740,No,Solved
315491,bait and switch pricing,30-05-2015,10:38:41 PM,Customer Care Call,Bordentown,New Jersey,8505,No,Open
240843,hbo go comcast,17-04-2015,9:30:48 AM,Customer Care Call,Boston,Massachusetts,2215,No,Closed
256620,Comcast Slow Internet,25-04-2015,1:47:46 AM,Customer Care Call,Boston,Massachusetts,2125,No,Solved
331321,Slow Internet Speeds,6/9/2015,6:14:18 PM,Customer Care Call,Boston,Massachusetts,2116,No,Solved
359031,Comcast Billing pratice,23-06-2015,3:41:20 PM,Customer Care Call,Boston,Massachusetts,2136,Yes,Solved
360419,Comcast overbilled me and added numerous hidden charges,23-06-2015,10:58:16 PM,Internet,Boston,Massachusetts,2114,No,Solved
362450,Unfair billing practices of Comcast,24-06-2015,3:40:31 PM,Customer Care Call,Boston,Massachusetts,2115,No,Solved
215573,HBO GO blocked on Amazon Fire TV,4/2/2015,10:25:22 PM,Internet,Bothell,Washington,98012,No,Closed
317979,Comcast Outage/poor service 6/1,6/1/2015,10:07:53 PM,Customer Care Call,Bothell,Washington,98021,No,Closed
231412,Comcast Agreement,4/12/2015,7:29:06 PM,Customer Care Call,Boulder,Colorado,80303,No,Closed
292412,False contract repersentation,15-05-2015,4:34:23 PM,Customer Care Call,Boulder,Colorado,80304,Yes,Solved
370586,"Extremely low speeds, and no help",27-06-2015,9:57:04 PM,Internet,Boulder,Colorado,80303,No,Open
370638,Comcast throttling download speed.,27-06-2015,11:03:12 PM,Customer Care Call,Boulder,Colorado,80305,No,Pending
215789,broadband interuption,4/3/2015,9:11:15 AM,Internet,Bourbonnais,Illinois,60914,No,Closed
260358,low internet speed,27-04-2015,9:34:24 PM,Internet,Bourbonnais,Illinois,60914,No,Closed
212818,Incorrect Billing,4/1/2015,5:39:39 PM,Customer Care Call,Boynton Beach,Florida,33426,No,Closed
338907,Comcast - Diversified Consultants,13-06-2015,11:48:10 AM,Internet,Bozeman,Montana,59715,No,Closed
371186,COMCAST BILLING FOR LAST @18 mos for services they are unable or unwilling to provide,28-06-2015,5:50:11 PM,Internet,Braintree,Massachusetts,2184,No,Open
228369,Comcast blocks HBO GO on PS4,4/10/2015,11:17:48 AM,Customer Care Call,Brandon,Mississippi,39047,No,Closed
329488,Comcast data usage charges,6/8/2015,8:17:09 PM,Customer Care Call,Brandon,Mississippi,39047,No,Solved
358865,Comcast Bandwidth Billing Issue,23-06-2015,3:12:16 PM,Customer Care Call,Brandon,Mississippi,39047,No,Solved
362663,Comcast Internet speeds,24-06-2015,4:21:50 PM,Internet,Branford,Connecticut,6405,No,Solved
235817,Comcast slow internet service,14-04-2015,7:41:02 PM,Internet,Braselton,Georgia,30517,No,Closed
354359,Comcast Slow Internet,20-06-2015,10:01:52 PM,Customer Care Call,Brentwood,California,94513,No,Open
316562,Comcast internet freezes up,6/1/2015,12:10:43 PM,Internet,Brentwood,Tennessee,37027,No,Solved
283105,Comcast changed my account plan after i said no about 2-3 times,5/11/2015,11:02:33 AM,Internet,Brick,New Jersey,8724,No,Solved
358373,lack of service from comcast,23-06-2015,1:33:50 PM,Customer Care Call,Brick,New Jersey,8724,No,Open
360353,Comcast,23-06-2015,10:26:37 PM,Customer Care Call,Brick,New Jersey,8724,No,Solved
360370,Comcast,23-06-2015,10:35:42 PM,Internet,Brick,New Jersey,8724,No,Solved
360980,credit for service outage 6/23/15,24-06-2015,9:07:45 AM,Internet,Brick,New Jersey,8723,No,Solved
300066,Unauthorized billing,20-05-2015,5:28:54 PM,Customer Care Call,Brier,Washington,98036,No,Solved
257589,Billing overcharges,26-04-2015,9:46:58 AM,Customer Care Call,Brigantine,New Jersey,8203,No,Closed
358720,internet/phone,23-06-2015,2:41:50 PM,Internet,Brighton,Colorado,80601,Yes,Solved
370683,Comcast Throttling My Internet,28-06-2015,1:04:39 AM,Customer Care Call,Brighton,Colorado,80602,No,Open
214442,Double billing from Comcast,4/2/2015,2:20:22 PM,Customer Care Call,Brighton,Michigan,48114,No,Closed
255005,Billing Over Charges,24-04-2015,12:12:01 PM,Internet,Brighton,Michigan,48116,No,Closed
358608,Internet Only,23-06-2015,2:22:52 PM,Customer Care Call,Bristol,Connecticut,6010,No,Solved
264505,Continuing overcharges,29-04-2015,3:21:25 PM,Customer Care Call,Bristol,Pennsylvania,19007,No,Closed
308086,Home Security Forgery/Fraud,26-05-2015,5:59:35 PM,Internet,Broadlands,Virginia,20148,No,Closed
355113,2+ Day Degraded Services,22-06-2015,8:54:47 AM,Internet,Broadway,Virginia,22815,No,Solved
363585,Internet Bill too high,24-06-2015,10:11:44 PM,Customer Care Call,Brockton,Massachusetts,2302,No,Solved
365533,Over paying for my Comcast Services,25-06-2015,2:36:20 PM,Internet,Brockton,Massachusetts,2302,Yes,Solved
294208,Fees not disclosed before service was installed,17-05-2015,8:36:02 PM,Internet,Brookhaven,Georgia,30319,No,Solved
364429,comcast service,25-06-2015,12:01:16 PM,Customer Care Call,Brookhaven,Pennsylvania,19015,No,Solved
364278,Poor customer service,25-06-2015,11:27:09 AM,Customer Care Call,Brookhaven,Pennsylvania,19015,No,Solved
257067,Billed for service never received,25-04-2015,3:28:33 PM,Customer Care Call,Brookline,Massachusetts,2446,No,Closed
329486,Comcast,6/8/2015,8:16:38 PM,Customer Care Call,Brookline,Massachusetts,2446,No,Solved
255676,disrupted internet service,24-04-2015,3:19:57 PM,Internet,Broomfield,Colorado,80020,No,Closed
361430,Comcast Billing / Speed Issues,24-06-2015,11:30:14 AM,Internet,Broomfield,Colorado,80020,No,Pending
362230,Have to bundle services to get advertised proce.,24-06-2015,2:45:05 PM,Customer Care Call,Broomfield,Colorado,80021,No,Solved
367225,Comcast policies,25-06-2015,10:33:19 PM,Internet,Broomfield,Colorado,80021,No,Open
370637,Internet Throttling,27-06-2015,10:51:38 PM,Internet,Broomfield,Colorado,80021,No,Pending
370930,Unfair Billing Practices,28-06-2015,1:39:59 PM,Internet,Broomfield,Colorado,80023,No,Solved
233950,Cocmast billing issues,14-04-2015,9:56:53 AM,Internet,Brunswick,Georgia,31525,No,Closed
346447,Comcast service that didn't work,17-06-2015,4:23:56 PM,Customer Care Call,Brunswick,Georgia,31523,Yes,Solved
360896,Data Limit,24-06-2015,7:51:36 AM,Customer Care Call,Brunswick,Maine,4011,No,Closed
358891,Pricing is not competive,23-06-2015,3:15:55 PM,Customer Care Call,Buford,Georgia,30519,No,Solved
358669,comcast billing practices-unfair,23-06-2015,2:30:03 PM,Customer Care Call,Buford,Georgia,30519,No,Pending
337181,Comcast,6/12/2015,2:22:35 PM,Customer Care Call,Burien,Washington,98146,No,Solved
369878,Slow Internet,27-06-2015,12:07:30 PM,Customer Care Call,Burlington,Vermont,5401,No,Solved
275759,Internet Service,5/6/2015,12:14:27 PM,Customer Care Call,Burlington,West Virginia,26710,No,Closed
258369,Xfinity False Advertisement,27-04-2015,10:38:01 AM,Customer Care Call,Burnsville,Minnesota,55337,No,Closed
362348,"Comcast - constantly low speeds, 'miscommunication' about billing errors. Not responding to complaints.",24-06-2015,3:17:05 PM,Internet,Burnsville,Minnesota,55306,No,Solved
265612,Comcast HBO-Go Application and Sony Products,29-04-2015,11:04:49 PM,Internet,Burr Ridge,Illinois,60527,No,Closed
249466,Never resolved problem with Comcast,22-04-2015,8:45:14 AM,Internet,Burr Ridge,Illinois,60527,No,Open
276254,Slow Speed with the entire connection,5/6/2015,2:20:38 PM,Internet,Buzzards Bay,Massachusetts,2532,No,Solved
360678,Comcast Possibly Throttling my Internet,24-06-2015,1:00:18 AM,Internet,Camas,Washington,98682,No,Solved
232947,Comcast sucks,13-04-2015,4:51:51 PM,Internet,Cambridge,Maryland,21613,No,Closed
223515,"Issues with Comcast regarding service, billing, etc",4/8/2015,10:48:14 AM,Customer Care Call,Cambridge,Massachusetts,2138,No,Closed
250591,Internet/TV Billing,22-04-2015,3:42:39 PM,Internet,Cambridge,Massachusetts,2138,No,Closed
301085,difficulty to cancel services before moving,21-05-2015,12:10:49 PM,Internet,Cambridge,Massachusetts,2141,No,Solved
340458,Comcast Incompetence/Lies/Robbery,15-06-2015,9:14:44 AM,Customer Care Call,Cambridge,Massachusetts,2138,No,Open
357799,"Comcast is ""forcing"" bundles on me while silently raising my bill",23-06-2015,11:20:15 AM,Customer Care Call,Cambridge,Massachusetts,2138,No,Solved
363493,Internet Slowdown,24-06-2015,9:27:50 PM,Customer Care Call,Cambridge,Massachusetts,2138,No,Solved
365561,Comcast price,25-06-2015,2:38:54 PM,Customer Care Call,Cambridge,Massachusetts,2139,No,Solved
351820,Comcast fails to fulfill request for Internet service,19-06-2015,1:16:40 PM,Internet,Camino,California,95709,No,Open
315997,Hidden Product Installation Fee,31-05-2015,8:27:53 PM,Customer Care Call,Camp Hill,Pennsylvania,17011,No,Solved
354888,2 months and Comcast has not fixed problem,21-06-2015,8:57:27 PM,Internet,Cane Ridge,Tennessee,37013,No,Solved
322409,FCC Complaint against comcast/xfinity on providing false information.,6/3/2015,10:20:53 PM,Customer Care Call,Canonsburg,Pennsylvania,15317,No,Solved
300123,Comcast internet,20-05-2015,5:47:44 PM,Customer Care Call,Canton,Georgia,30114,No,Open
300124,Comcast internet,20-05-2015,5:47:50 PM,Internet,Canton,Georgia,30114,No,Closed
306406,service issues,26-05-2015,9:13:17 AM,Customer Care Call,Canton,Georgia,30114,No,Solved
309491,Comcast Xfinity 300G over charge,27-05-2015,2:28:05 PM,Customer Care Call,Canton,Georgia,30115,No,Solved
321367,Internet Availability,6/3/2015,3:05:12 PM,Customer Care Call,Canton,Georgia,30114,No,Solved
321463,Comcast Usage Caps,6/3/2015,3:36:13 PM,Customer Care Call,Canton,Georgia,30115,No,Solved
323066,Comcast Data Usage Caps,6/4/2015,12:04:25 PM,Internet,Canton,Georgia,30115,No,Solved
360511,Data Caps and the Extortion Methods of Comcast,23-06-2015,11:22:33 PM,Customer Care Call,Canton,Georgia,30114,Yes,Solved
260759,No internet service,28-04-2015,9:43:57 AM,Internet,Canton,Michigan,48187,No,Closed
216625,No service,4/3/2015,2:45:47 PM,Internet,Canton,Michigan,48187,No,Closed
362490,Billing discrepencies and service termination hurdles,24-06-2015,3:50:02 PM,Internet,Canton,Michigan,48188,No,Solved
358063,Billing & Data Usage,23-06-2015,12:22:28 PM,Internet,Canton,Mississippi,39046,No,Solved
253400,"Bait and switch, unfulfilled incentives",23-04-2015,5:02:06 PM,Internet,Carbondale,Colorado,81623,No,Closed
361104,internet speed,24-06-2015,9:58:36 AM,Customer Care Call,Carlisle,Pennsylvania,17013,No,Solved
240138,Comcast wont refund me for over charge,16-04-2015,5:28:17 PM,Customer Care Call,Carlsbad,California,92009,No,Closed
350243,comcast internet debacle,18-06-2015,6:05:30 PM,Internet,Carlton,Oregon,97111,No,Solved
363169,Price and performance manipulation by Comcast for ISP,24-06-2015,6:46:43 PM,Customer Care Call,Carmel,California,93923,No,Open
236498,Complaint against Comcast,15-04-2015,10:26:22 AM,Internet,Carmichael,California,95609,No,Closed
295722,Comcast Internet Speed,18-05-2015,5:54:14 PM,Customer Care Call,Carpentersville,Illinois,60110,Yes,Solved
339682,Comcast complaint,14-06-2015,12:35:59 AM,Customer Care Call,Carteret,New Jersey,7008,No,Solved
229565,Data Caps,4/10/2015,5:12:37 PM,Internet,Cartersville,Georgia,30121,Yes,Closed
255045,comcast unwilling to resolve data usage issue,24-04-2015,12:24:51 PM,Customer Care Call,Cartersville,Georgia,30120,No,Closed
255050,comcast unwilling to resolve data usage issue,24-04-2015,12:26:29 PM,Internet,Cartersville,Georgia,30120,No,Closed
258943,comcast data cap,27-04-2015,1:17:13 PM,Internet,Cartersville,Georgia,30121,No,Closed
263893,Comcast Data usage meter,29-04-2015,12:20:31 PM,Internet,Cartersville,Georgia,30120,No,Closed
374487,Comcast Internet Data Cap LIES,30-06-2015,12:20:12 PM,Customer Care Call,Cartersville,Georgia,30121,No,Pending
221430,"Comcast promised $60 a month no fees, charged $70 + $8 in fees",4/7/2015,12:11:52 PM,Internet,Castro Valley,California,94546,No,Closed
279279,Comcast Cable connection from street is underwater and structure is too high,5/7/2015,7:52:46 PM,Internet,Castro Valley,California,94552,Yes,Open
319702,West Coast Service Issues - Comcast,6/2/2015,6:29:16 PM,Customer Care Call,Cazadero,California,95421,No,Solved
369455,Comcast refuses to uhold contract for 2 years phone/internet,26-06-2015,10:22:21 PM,Customer Care Call,Cazadero,California,95421,No,Pending
362901,Comcast business internet is much more expensive that home internet.,24-06-2015,5:16:41 PM,Internet,Centennial,Colorado,80112,No,Solved
357454,Comcast Internet Usage Cap,23-06-2015,2:37:42 AM,Internet,Central City,Kentucky,42330,No,Solved
316295,Comcast poor service,6/1/2015,10:19:34 AM,Customer Care Call,Ceresco,Michigan,49033,No,Solved
293621,Comcast Corporation Data Caps,16-05-2015,6:49:41 PM,Customer Care Call,Chamblee,Georgia,30341,No,Solved
353861,comcast throttling my internet service,20-06-2015,2:11:05 PM,Customer Care Call,Champaign,Illinois,61821,No,Pending
219355,billing/service issues,4/6/2015,12:39:13 PM,Customer Care Call,Charleston,South Carolina,29422,No,Closed
244252,Unethical Charges,20-04-2015,10:30:43 AM,Customer Care Call,Charleston,South Carolina,29414,No,Closed
327188,Comcast Data Cap,6/6/2015,11:01:47 PM,Customer Care Call,Charleston,South Carolina,29414,No,Solved
327649,Comcast wrongfully autodrafted a final bill that was not yet adjusted,6/7/2015,8:27:03 PM,Customer Care Call,Charleston,South Carolina,29403,Yes,Closed
327672,Comcast Internet,6/7/2015,9:26:44 PM,Internet,Charleston,South Carolina,48230,No,Open
359201,Comcast data cap at 300GB,23-06-2015,4:18:01 PM,Customer Care Call,Charleston,South Carolina,29405,No,Pending
360047,Internet speeds are throttled,23-06-2015,8:16:37 PM,Customer Care Call,Charleston,South Carolina,29403,No,Solved
362066,Complex situation prevents bundling discounts and drives service price up,24-06-2015,2:10:36 PM,Customer Care Call,Charlottesville,Virginia,22901,No,Solved
360715,Comcast Internet prices & speeds,24-06-2015,1:29:55 AM,Internet,Chaska,Minnesota,55318,No,Closed
267602,Comcast overcharging,30-04-2015,8:48:20 PM,Internet,Chatham,New Jersey,7928,No,Closed
238543,Reimbursement I've never recieved,16-04-2015,7:47:20 AM,Customer Care Call,Chelsea,Massachusetts,2150,No,Closed
346941,constant internet issues,17-06-2015,6:32:38 PM,Internet,Chelsea,Massachusetts,2150,No,Solved
367115,Xfinity,25-06-2015,9:22:56 PM,Customer Care Call,Cherry Hill,New Jersey,8003,No,Solved
367381,Xfinity/Comcast,26-06-2015,5:05:21 AM,Internet,Chesapeake Beach,Maryland,20732,No,Solved
234266,Comcast Hard Inquiries,14-04-2015,11:40:15 AM,Internet,Chester,Virginia,23831,No,Closed
314287,comcast jamming signal,29-05-2015,6:18:34 PM,Internet,Chester,Virginia,23831,No,Pending
262351,Comcast lied to me,28-04-2015,5:02:40 PM,Customer Care Call,Chesterfield,Virginia,23832,No,Closed
321744,Terrible customer service and process,6/3/2015,4:54:49 PM,Customer Care Call,Chesterfield,Virginia,23832,No,Closed
223190,Comcast & HBO GO on PS4,4/8/2015,1:38:38 AM,Customer Care Call,Chicago,Illinois,60657,No,Closed
226269,Run around,4/9/2015,12:34:45 PM,Internet,Chicago,Illinois,60639,No,Closed
232709,Comcast Service and Customer service issues,13-04-2015,3:41:50 PM,Internet,Chicago,Illinois,60647,No,Closed
232829,Comcast pricing scam,13-04-2015,4:19:33 PM,Internet,Chicago,Illinois,60618,No,Closed
261661,Comcast Disconnect,28-04-2015,2:06:40 PM,Internet,Chicago,Illinois,60609,No,Closed
214441,COMCAST THROTTLING SPEEDS AND DATA CAPS,4/2/2015,2:20:18 PM,Internet,Chicago,Illinois,60657,No,Closed
216141,Closed Captioning of Online Videos,4/3/2015,11:59:50 AM,Internet,Chicago,Illinois,60638,No,Solved
231532,Comcast problems,13-04-2015,12:24:21 AM,Customer Care Call,Chicago,Illinois,60612,No,Closed
246073,Removed discount after I complained about an unauthorized charge,20-04-2015,9:14:38 PM,Customer Care Call,Chicago,Illinois,60622,No,Closed
260565,complaint regarding Comcast,28-04-2015,2:12:49 AM,Internet,Chicago,Illinois,60641,No,Closed
267753,COMCAST INTERNET CONNECTION CHEAT,30-04-2015,11:10:36 PM,Customer Care Call,Chicago,Illinois,60612,Yes,Closed
266647,Wireless Signal issues/frequent connection drop,30-04-2015,2:33:37 PM,Internet,Chicago,Illinois,60630,No,Closed
268909,"Comcast is ripping me off, and I can't be quiet anymore",5/1/2015,2:57:40 PM,Internet,Chicago,Illinois,60610,No,Solved
278392,Billing Dispute,5/7/2015,2:13:45 PM,Customer Care Call,Chicago,Illinois,60608,No,Solved
279767,complaint about Comcast,5/8/2015,10:18:35 AM,Customer Care Call,Chicago,Illinois,60625,No,Solved
284044,Comcast,5/11/2015,4:27:10 PM,Internet,Chicago,Illinois,60657,No,Closed
285615,Internet Speeds Not as Advertised,5/12/2015,1:23:23 PM,Customer Care Call,Chicago,Illinois,60622,No,Open
288996,Comcast & Sony Playstation Devices,13-05-2015,10:40:11 PM,Customer Care Call,Chicago,Illinois,60613,Yes,Solved
292575,Comcast Wifi Issues,15-05-2015,5:32:37 PM,Internet,Chicago,Illinois,60630,No,Solved
304026,Comcast Internet,22-05-2015,5:42:50 PM,Internet,Chicago,Illinois,60618,No,Solved
303128,comcast,22-05-2015,11:34:30 AM,Customer Care Call,Chicago,Illinois,60645,No,Solved
305594,Comcast is giving me poor quality customer service.,25-05-2015,3:05:36 AM,Customer Care Call,Chicago,Illinois,60626,No,Open
317887,Comcast no show tech,6/1/2015,8:47:07 PM,Customer Care Call,Chicago,Illinois,60660,No,Closed
318605,Comcast internet,6/2/2015,12:22:55 PM,Internet,Chicago,Illinois,60614,No,Closed
325959,horrible service charges for tech/installation applied when they shouldnt have,6/5/2015,4:59:04 PM,Internet,Chicago,Illinois,60620,Yes,Solved
